,Country,Region,Income,Year,Population
5776,Turks and Caicos Islands,Latin America & Caribbean,High income,1986,9986.0
5777,Chad,Sub-Saharan Africa,Low income,1986,5118160.0
5778,Togo,Sub-Saharan Africa,Low income,1986,3439370.0
5779,Thailand,East Asia & Pacific,Upper middle income,1986,51542094.0
5780,Tajikistan,Europe & Central Asia,Lower middle income,1986,4798281.0
5781,Turkmenistan,Europe & Central Asia,Upper middle income,1986,3336773.0
5782,Timor-Leste,East Asia & Pacific,Lower middle income,1986,694250.0
5783,Tonga,East Asia & Pacific,Upper middle income,1986,97078.0
5784,Trinidad and Tobago,Latin America & Caribbean,High income,1986,1216370.0
5785,Tunisia,Middle East & North Africa,Lower middle income,1986,7675499.0
5786,Turkiye,Europe & Central Asia,Upper middle income,1986,50223885.0
5787,Tuvalu,East Asia & Pacific,Upper middle income,1986,8496.0
5788,Tanzania,Sub-Saharan Africa,Lower middle income,1986,23324270.0
5789,Uganda,Sub-Saharan Africa,Low income,1986,15486807.0
5790,Ukraine,Europe & Central Asia,Lower middle income,1986,51097000.0
5791,Uruguay,Latin America & Caribbean,High income,1986,3041205.0
5792,United States,North America,High income,1986,240133000.0
5793,Uzbekistan,Europe & Central Asia,Lower middle income,1986,18560008.0
5794,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1986,111388.0
5795,British Virgin Islands,Latin America & Caribbean,High income,1986,13656.0
5796,Virgin Islands (U.S.),Latin America & Caribbean,High income,1986,100842.0
5797,Viet Nam,East Asia & Pacific,Lower middle income,1986,61221107.0
5798,Vanuatu,East Asia & Pacific,Lower middle income,1986,136488.0
5799,Samoa,East Asia & Pacific,Lower middle income,1986,166365.0
5800,Kosovo,Europe & Central Asia,Upper middle income,1986,1717000.0
5801,"Yemen, Rep.",Middle East & North Africa,Low income,1986,11465444.0
5802,South Africa,Sub-Saharan Africa,Upper middle income,1986,34877834.0
5803,Zambia,Sub-Saharan Africa,Lower middle income,1986,6890967.0
5804,Zimbabwe,Sub-Saharan Africa,Lower middle income,1986,8983044.0
5805,Aruba,Latin America & Caribbean,High income,1987,64450.0
5806,Afghanistan,South Asia,Low income,1987,10322758.0
5807,Angola,Sub-Saharan Africa,Lower middle income,1987,10694057.0
5808,Albania,Europe & Central Asia,Upper middle income,1987,3083605.0
5809,Andorra,Europe & Central Asia,High income,1987,47635.0
5810,United Arab Emirates,Middle East & North Africa,High income,1987,1575909.0
5811,Argentina,Latin America & Caribbean,Upper middle income,1987,31216453.0
5812,Armenia,Europe & Central Asia,Upper middle income,1987,3351364.0
5813,American Samoa,East Asia & Pacific,High income,1987,42842.0
5814,Antigua and Barbuda,Latin America & Caribbean,High income,1987,64353.0
5815,Australia,East Asia & Pacific,High income,1987,16263874.0
5816,Austria,Europe & Central Asia,High income,1987,7574586.0
5817,Azerbaijan,Europe & Central Asia,Upper middle income,1987,6875350.0
5818,Burundi,Sub-Saharan Africa,Low income,1987,5157769.0
5819,Belgium,Europe & Central Asia,High income,1987,9870234.0
5820,Benin,Sub-Saharan Africa,Lower middle income,1987,4688787.0
5821,Burkina Faso,Sub-Saharan Africa,Low income,1987,8434996.0
5822,Bangladesh,South Asia,Lower middle income,1987,100490256.0
5823,Bulgaria,Europe & Central Asia,Upper middle income,1987,8971359.0
5824,Bahrain,Middle East & North Africa,High income,1987,466565.0
5825,"Bahamas, The",Latin America & Caribbean,High income,1987,255618.0
5826,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1987,4440300.0
5827,Belarus,Europe & Central Asia,Upper middle income,1987,10111000.0
5828,Belize,Latin America & Caribbean,Upper middle income,1987,170980.0
5829,Bermuda,North America,High income,1987,57849.0
5830,Bolivia,Latin America & Caribbean,Lower middle income,1987,6661434.0
5831,Brazil,Latin America & Caribbean,Upper middle income,1987,142466264.0
5832,Barbados,Latin America & Caribbean,High income,1987,258654.0
5833,Brunei Darussalam,East Asia & Pacific,High income,1987,237712.0
5834,Bhutan,South Asia,Lower middle income,1987,514026.0
5835,Botswana,Sub-Saharan Africa,Upper middle income,1987,1220361.0
5836,Central African Republic,Sub-Saharan Africa,Low income,1987,2615594.0
5837,Canada,North America,High income,1987,26446601.0
5838,Switzerland,Europe & Central Asia,High income,1987,6545106.0
5839,Channel Islands,Europe & Central Asia,High income,1987,136264.0
5840,Chile,Latin America & Caribbean,High income,1987,12712784.0
5841,China,East Asia & Pacific,Upper middle income,1987,1084035000.0
5842,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1987,10663498.0
5843,Cameroon,Sub-Saharan Africa,Lower middle income,1987,10433905.0
5844,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1987,32712574.0
5845,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1987,2188654.0
5846,Colombia,Latin America & Caribbean,Upper middle income,1987,30603048.0
5847,Comoros,Sub-Saharan Africa,Lower middle income,1987,396887.0
5848,Cabo Verde,Sub-Saharan Africa,Lower middle income,1987,348718.0
5849,Costa Rica,Latin America & Caribbean,Upper middle income,1987,2924595.0
5850,Cuba,Latin America & Caribbean,Upper middle income,1987,10326910.0
5851,Curacao,Latin America & Caribbean,High income,1987,151456.0
5852,Cayman Islands,Latin America & Caribbean,High income,1987,23075.0
5853,Cyprus,Europe & Central Asia,High income,1987,755021.0
5854,Czechia,Europe & Central Asia,High income,1987,10347318.0
5855,Germany,Europe & Central Asia,High income,1987,77839920.0
5856,Djibouti,Middle East & North Africa,Lower middle income,1987,452272.0
5857,Dominica,Latin America & Caribbean,Upper middle income,1987,70808.0
5858,Denmark,Europe & Central Asia,High income,1987,5127024.0
5859,Dominican Republic,Latin America & Caribbean,Upper middle income,1987,6692720.0
5860,Algeria,Middle East & North Africa,Lower middle income,1987,23586101.0
5861,Ecuador,Latin America & Caribbean,Upper middle income,1987,9729376.0
5862,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1987,52841319.0
5863,Eritrea,Sub-Saharan Africa,Low income,1987,2000355.0
5864,Spain,Europe & Central Asia,High income,1987,38684815.0
5865,Estonia,Europe & Central Asia,High income,1987,1552221.0
5866,Ethiopia,Sub-Saharan Africa,Low income,1987,42851957.0
5867,Finland,Europe & Central Asia,High income,1987,4932123.0
5868,Fiji,East Asia & Pacific,Upper middle income,1987,754778.0
5869,France,Europe & Central Asia,High income,1987,57168409.0
5870,Faroe Islands,Europe & Central Asia,High income,1987,46477.0
5871,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1987,92845.0
5872,Gabon,Sub-Saharan Africa,Upper middle income,1987,905016.0
5873,United Kingdom,Europe & Central Asia,High income,1987,56802050.0
5874,Georgia,Europe & Central Asia,Upper middle income,1987,4743500.0
5875,Ghana,Sub-Saharan Africa,Lower middle income,1987,14310790.0
5876,Gibraltar,Europe & Central Asia,High income,1987,28272.0
5877,Guinea,Sub-Saharan Africa,Lower middle income,1987,5820774.0
5878,"Gambia, The",Sub-Saharan Africa,Low income,1987,923914.0
5879,Guinea-Bissau,Sub-Saharan Africa,Low income,1987,928408.0
5880,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1987,414769.0
5881,Greece,Europe & Central Asia,High income,1987,10000595.0
5882,Grenada,Latin America & Caribbean,Upper middle income,1987,100599.0
5883,Greenland,Europe & Central Asia,High income,1987,54100.0
5884,Guatemala,Latin America & Caribbean,Upper middle income,1987,8332446.0
5885,Guam,East Asia & Pacific,High income,1987,130259.0
5886,Guyana,Latin America & Caribbean,High income,1987,763706.0
5887,"Hong Kong SAR, China",East Asia & Pacific,High income,1987,5580500.0
5888,Honduras,Latin America & Caribbean,Lower middle income,1987,4645733.0
5889,Croatia,Europe & Central Asia,High income,1987,4739745.0
5890,Haiti,Latin America & Caribbean,Lower middle income,1987,6508349.0
5891,Hungary,Europe & Central Asia,High income,1987,10612741.0
5892,Indonesia,East Asia & Pacific,Upper middle income,1987,172421390.0
5893,Isle of Man,Europe & Central Asia,High income,1987,65554.0
5894,India,South Asia,Lower middle income,1987,815716125.0
5895,Ireland,Europe & Central Asia,High income,1987,3540057.0
5896,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,1987,50541490.0
5897,Iraq,Middle East & North Africa,Upper middle income,1987,16598019.0
5898,Iceland,Europe & Central Asia,High income,1987,245859.0
5899,Israel,Middle East & North Africa,High income,1987,4369000.0
5900,Italy,Europe & Central Asia,High income,1987,56601931.0
5901,Jamaica,Latin America & Caribbean,Upper middle income,1987,2336245.0
5902,Jordan,Middle East & North Africa,Lower middle income,1987,3014694.0
5903,Japan,East Asia & Pacific,High income,1987,122069000.0
5904,Kazakhstan,Europe & Central Asia,Upper middle income,1987,16072478.0
5905,Kenya,Sub-Saharan Africa,Lower middle income,1987,20882094.0
5906,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1987,4144600.0
5907,Cambodia,East Asia & Pacific,Lower middle income,1987,7975597.0
5908,Kiribati,East Asia & Pacific,Lower middle income,1987,69946.0
5909,St. Kitts and Nevis,Latin America & Caribbean,High income,1987,41617.0
5910,"Korea, Rep.",East Asia & Pacific,High income,1987,41621690.0
5911,Kuwait,Middle East & North Africa,High income,1987,2048477.0
5912,Lao PDR,East Asia & Pacific,Lower middle income,1987,3959697.0
5913,Lebanon,Middle East & North Africa,Lower middle income,1987,3390870.0
5914,Liberia,Sub-Saharan Africa,Low income,1987,2372449.0
5915,Libya,Middle East & North Africa,Upper middle income,1987,3911939.0
5916,St. Lucia,Latin America & Caribbean,Upper middle income,1987,136780.0
5917,Liechtenstein,Europe & Central Asia,High income,1987,27542.0
5918,Sri Lanka,South Asia,Lower middle income,1987,16547139.0
5919,Lesotho,Sub-Saharan Africa,Lower middle income,1987,1698939.0
5920,Lithuania,Europe & Central Asia,High income,1987,3616367.0
5921,Luxembourg,Europe & Central Asia,High income,1987,370750.0
5922,Latvia,Europe & Central Asia,High income,1987,2626583.0
5923,"Macao SAR, China",East Asia & Pacific,High income,1987,311808.0
5924,St. Martin (French part),Latin America & Caribbean,High income,1987,20853.0
5925,Morocco,Middle East & North Africa,Lower middle income,1987,23279935.0
5926,Monaco,Europe & Central Asia,High income,1987,29500.0
5927,Moldova,Europe & Central Asia,Upper middle income,1987,2904907.0
5928,Madagascar,Sub-Saharan Africa,Low income,1987,10890514.0
5929,Maldives,South Asia,Upper middle income,1987,204256.0
5930,Mexico,Latin America & Caribbean,Upper middle income,1987,77553504.0
5931,Marshall Islands,East Asia & Pacific,Upper middle income,1987,42122.0
5932,North Macedonia,Europe & Central Asia,Upper middle income,1987,2023097.0
5933,Mali,Sub-Saharan Africa,Low income,1987,8474329.0
5934,Malta,Middle East & North Africa,High income,1987,344485.0
5935,Myanmar,East Asia & Pacific,Lower middle income,1987,38233171.0
5936,Montenegro,Europe & Central Asia,Upper middle income,1987,608144.0
5937,Mongolia,East Asia & Pacific,Lower middle income,1987,2021502.0
5938,Northern Mariana Islands,East Asia & Pacific,High income,1987,38923.0
5939,Mozambique,Sub-Saharan Africa,Low income,1987,12964793.0
5940,Mauritania,Sub-Saharan Africa,Lower middle income,1987,1851092.0
5941,Mauritius,Sub-Saharan Africa,Upper middle income,1987,1036082.0
5942,Malawi,Sub-Saharan Africa,Low income,1987,8295993.0
5943,Malaysia,East Asia & Pacific,Upper middle income,1987,16033103.0
5944,Namibia,Sub-Saharan Africa,Upper middle income,1987,1165430.0
5945,New Caledonia,East Asia & Pacific,High income,1987,160500.0
5946,Niger,Sub-Saharan Africa,Low income,1987,7636591.0
5947,Nigeria,Sub-Saharan Africa,Lower middle income,1987,88044187.0
5948,Nicaragua,Latin America & Caribbean,Lower middle income,1987,3941463.0
5949,Netherlands,Europe & Central Asia,High income,1987,14665037.0
5950,Norway,Europe & Central Asia,High income,1987,4186905.0
5951,Nepal,South Asia,Lower middle income,1987,18326204.0
5952,Nauru,East Asia & Pacific,High income,1987,8759.0
5953,New Zealand,East Asia & Pacific,High income,1987,3274400.0
5954,Oman,Middle East & North Africa,High income,1987,1533351.0
5955,Pakistan,South Asia,Lower middle income,1987,104251093.0
5956,Panama,Latin America & Caribbean,High income,1987,2297231.0
5957,Peru,Latin America & Caribbean,Upper middle income,1987,20671360.0
5958,Philippines,East Asia & Pacific,Lower middle income,1987,57415175.0
5959,Palau,East Asia & Pacific,Upper middle income,1987,14309.0
5960,Papua New Guinea,East Asia & Pacific,Lower middle income,1987,3600343.0
5961,Poland,Europe & Central Asia,High income,1987,37668045.0
5962,Puerto Rico,Latin America & Caribbean,High income,1987,3441850.0
5963,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1987,19903893.0
5964,Portugal,Europe & Central Asia,High income,1987,10030031.0
5965,Paraguay,Latin America & Caribbean,Upper middle income,1987,3739050.0
5966,French Polynesia,East Asia & Pacific,High income,1987,196856.0
5967,Qatar,Middle East & North Africa,High income,1987,397391.0
5968,Romania,Europe & Central Asia,High income,1987,22949430.0
5969,Russian Federation,Europe & Central Asia,Upper middle income,1987,145908000.0
5970,Rwanda,Sub-Saharan Africa,Low income,1987,6735829.0
5971,Saudi Arabia,Middle East & North Africa,High income,1987,14089798.0
5972,Sudan,Sub-Saharan Africa,Low income,1987,20230532.0
5973,Senegal,Sub-Saharan Africa,Lower middle income,1987,6909837.0
5974,Singapore,East Asia & Pacific,High income,1987,2774789.0
5975,Solomon Islands,East Asia & Pacific,Lower middle income,1987,295836.0
5976,Sierra Leone,Sub-Saharan Africa,Low income,1987,3947865.0
5977,El Salvador,Latin America & Caribbean,Upper middle income,1987,5067200.0
5978,San Marino,Europe & Central Asia,High income,1987,22437.0
5979,Somalia,Sub-Saharan Africa,Low income,1987,7158004.0
5980,Serbia,Europe & Central Asia,Upper middle income,1987,7558000.0
5981,South Sudan,Sub-Saharan Africa,Low income,1987,4893809.0
5982,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1987,111610.0
5983,Suriname,Latin America & Caribbean,Upper middle income,1987,396867.0
5984,Slovak Republic,Europe & Central Asia,High income,1987,5222840.0
5985,Slovenia,Europe & Central Asia,High income,1987,1989776.0
5986,Sweden,Europe & Central Asia,High income,1987,8397804.0
5987,Eswatini,Sub-Saharan Africa,Lower middle income,1987,758669.0
5988,Sint Maarten (Dutch part),Latin America & Caribbean,High income,1987,22395.0
5989,Seychelles,Sub-Saharan Africa,High income,1987,68499.0
5990,Syrian Arab Republic,Middle East & North Africa,Low income,1987,11281107.0
5991,Turks and Caicos Islands,Latin America & Caribbean,High income,1987,10400.0
5992,Chad,Sub-Saharan Africa,Low income,1987,5300852.0
5993,Togo,Sub-Saharan Africa,Low income,1987,3544927.0
5994,Thailand,East Asia & Pacific,Upper middle income,1987,52479181.0
5995,Tajikistan,Europe & Central Asia,Lower middle income,1987,4946293.0
5996,Turkmenistan,Europe & Central Asia,Upper middle income,1987,3430501.0
5997,Timor-Leste,East Asia & Pacific,Lower middle income,1987,707762.0
5998,Tonga,East Asia & Pacific,Upper middle income,1987,97392.0
5999,Trinidad and Tobago,Latin America & Caribbean,High income,1987,1231442.0
6000,Tunisia,Middle East & North Africa,Lower middle income,1987,7874302.0
6001,Turkiye,Europe & Central Asia,Upper middle income,1987,51250152.0
6002,Tuvalu,East Asia & Pacific,Upper middle income,1987,8665.0
6003,Tanzania,Sub-Saharan Africa,Lower middle income,1987,24099415.0
6004,Uganda,Sub-Saharan Africa,Low income,1987,15974216.0
6005,Ukraine,Europe & Central Asia,Lower middle income,1987,51293000.0
6006,Uruguay,Latin America & Caribbean,High income,1987,3058787.0
6007,United States,North America,High income,1987,242289000.0
6008,Uzbekistan,Europe & Central Asia,Lower middle income,1987,19077170.0
6009,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1987,111770.0
6010,British Virgin Islands,Latin America & Caribbean,High income,1987,14117.0
6011,Virgin Islands (U.S.),Latin America & Caribbean,High income,1987,100901.0
6012,Viet Nam,East Asia & Pacific,Lower middle income,1987,62630787.0
6013,Vanuatu,East Asia & Pacific,Lower middle income,1987,139956.0
6014,Samoa,East Asia & Pacific,Lower middle income,1987,166773.0
6015,Kosovo,Europe & Central Asia,Upper middle income,1987,1753000.0
6016,"Yemen, Rep.",Middle East & North Africa,Low income,1987,11915563.0
6017,South Africa,Sub-Saharan Africa,Upper middle income,1987,36119333.0
6018,Zambia,Sub-Saharan Africa,Lower middle income,1987,7095185.0
6019,Zimbabwe,Sub-Saharan Africa,Lower middle income,1987,9277488.0
6020,Aruba,Latin America & Caribbean,High income,1988,64332.0
6021,Afghanistan,South Asia,Low income,1988,10383460.0
6022,Angola,Sub-Saharan Africa,Lower middle income,1988,11060261.0
6023,Albania,Europe & Central Asia,Upper middle income,1988,3142336.0
6024,Andorra,Europe & Central Asia,High income,1988,49654.0
6025,United Arab Emirates,Middle East & North Africa,High income,1988,1683681.0
6026,Argentina,Latin America & Caribbean,Upper middle income,1988,31690792.0
6027,Armenia,Europe & Central Asia,Upper middle income,1988,3366838.0
6028,American Samoa,East Asia & Pacific,High income,1988,44532.0
6029,Antigua and Barbuda,Latin America & Caribbean,High income,1988,63982.0
6030,Australia,East Asia & Pacific,High income,1988,16532164.0
6031,Austria,Europe & Central Asia,High income,1988,7585317.0
6032,Azerbaijan,Europe & Central Asia,Upper middle income,1988,6974600.0
6033,Burundi,Sub-Saharan Africa,Low income,1988,5271840.0
6034,Belgium,Europe & Central Asia,High income,1988,9901664.0
6035,Benin,Sub-Saharan Africa,Lower middle income,1988,4831624.0
6036,Burkina Faso,Sub-Saharan Africa,Low income,1988,8663720.0
6037,Bangladesh,South Asia,Lower middle income,1988,102688833.0
6038,Bulgaria,Europe & Central Asia,Upper middle income,1988,8981446.0
6039,Bahrain,Middle East & North Africa,High income,1988,483337.0
6040,"Bahamas, The",Latin America & Caribbean,High income,1988,260452.0
6041,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1988,4463320.0
6042,Belarus,Europe & Central Asia,Upper middle income,1988,10140000.0
6043,Belize,Latin America & Caribbean,Upper middle income,1988,174817.0
6044,Bermuda,North America,High income,1988,58347.0
6045,Bolivia,Latin America & Caribbean,Lower middle income,1988,6804072.0
6046,Brazil,Latin America & Caribbean,Upper middle income,1988,145253973.0
6047,Barbados,Latin America & Caribbean,High income,1988,258762.0
6048,Brunei Darussalam,East Asia & Pacific,High income,1988,245729.0
6049,Bhutan,South Asia,Lower middle income,1988,529051.0
6050,Botswana,Sub-Saharan Africa,Upper middle income,1988,1261272.0
6051,Central African Republic,Sub-Saharan Africa,Low income,1988,2657235.0
6052,Canada,North America,High income,1988,26791747.0
6053,Switzerland,Europe & Central Asia,High income,1988,6593386.0
6054,Channel Islands,Europe & Central Asia,High income,1988,137765.0
6055,Chile,Latin America & Caribbean,High income,1988,12918389.0
6056,China,East Asia & Pacific,Upper middle income,1988,1101630000.0
6057,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1988,11043193.0
6058,Cameroon,Sub-Saharan Africa,Lower middle income,1988,10759573.0
6059,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1988,33750052.0
6060,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1988,2253336.0
6061,Colombia,Latin America & Caribbean,Upper middle income,1988,31256727.0
6062,Comoros,Sub-Saharan Africa,Lower middle income,1988,408070.0
6063,Cabo Verde,Sub-Saharan Africa,Lower middle income,1988,353233.0
6064,Costa Rica,Latin America & Caribbean,Upper middle income,1988,3001461.0
6065,Cuba,Latin America & Caribbean,Upper middle income,1988,10425433.0
6066,Curacao,Latin America & Caribbean,High income,1988,149254.0
6067,Cayman Islands,Latin America & Caribbean,High income,1988,23956.0
6068,Cyprus,Europe & Central Asia,High income,1988,766412.0
6069,Czechia,Europe & Central Asia,High income,1988,10355276.0
6070,Germany,Europe & Central Asia,High income,1988,78144619.0
6071,Djibouti,Middle East & North Africa,Lower middle income,1988,482337.0
6072,Dominica,Latin America & Caribbean,Upper middle income,1988,70397.0
6073,Denmark,Europe & Central Asia,High income,1988,5129516.0
6074,Dominican Republic,Latin America & Caribbean,Upper middle income,1988,6834207.0
6075,Algeria,Middle East & North Africa,Lower middle income,1988,24243018.0
6076,Ecuador,Latin America & Caribbean,Upper middle income,1988,9969788.0
6077,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1988,54298446.0
6078,Eritrea,Sub-Saharan Africa,Low income,1988,2051546.0
6079,Spain,Europe & Central Asia,High income,1988,38766939.0
6080,Estonia,Europe & Central Asia,High income,1988,1561900.0
6081,Ethiopia,Sub-Saharan Africa,Low income,1988,44511537.0
6082,Finland,Europe & Central Asia,High income,1988,4946481.0
6083,Fiji,East Asia & Pacific,Upper middle income,1988,764370.0
6084,France,Europe & Central Asia,High income,1988,57472651.0
6085,Faroe Islands,Europe & Central Asia,High income,1988,46959.0
6086,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1988,94987.0
6087,Gabon,Sub-Saharan Africa,Upper middle income,1988,930464.0
6088,United Kingdom,Europe & Central Asia,High income,1988,56928327.0
6089,Georgia,Europe & Central Asia,Upper middle income,1988,4790700.0
6090,Ghana,Sub-Saharan Africa,Lower middle income,1988,14671677.0
6091,Gibraltar,Europe & Central Asia,High income,1988,28000.0
6092,Guinea,Sub-Saharan Africa,Lower middle income,1988,5977175.0
6093,"Gambia, The",Sub-Saharan Africa,Low income,1988,960837.0
6094,Guinea-Bissau,Sub-Saharan Africa,Low income,1988,943080.0
6095,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1988,431587.0
6096,Greece,Europe & Central Asia,High income,1988,10036983.0
6097,Grenada,Latin America & Caribbean,Upper middle income,1988,99877.0
6098,Greenland,Europe & Central Asia,High income,1988,54800.0
6099,Guatemala,Latin America & Caribbean,Upper middle income,1988,8566331.0
6100,Guam,East Asia & Pacific,High income,1988,133079.0
6101,Guyana,Latin America & Caribbean,High income,1988,758450.0
6102,"Hong Kong SAR, China",East Asia & Pacific,High income,1988,5627600.0
6103,Honduras,Latin America & Caribbean,Lower middle income,1988,4778114.0
6104,Croatia,Europe & Central Asia,High income,1988,4755207.0
6105,Haiti,Latin America & Caribbean,Lower middle income,1988,6644959.0
6106,Hungary,Europe & Central Asia,High income,1988,10596487.0
6107,Indonesia,East Asia & Pacific,Upper middle income,1988,175694647.0
6108,Isle of Man,Europe & Central Asia,High income,1988,66636.0
6109,India,South Asia,Lower middle income,1988,833729681.0
6110,Ireland,Europe & Central Asia,High income,1988,3524949.0
6111,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,1988,52111868.0
6112,Iraq,Middle East & North Africa,Upper middle income,1988,16987346.0
6113,Iceland,Europe & Central Asia,High income,1988,249740.0
6114,Israel,Middle East & North Africa,High income,1988,4442000.0
6115,Italy,Europe & Central Asia,High income,1988,56629288.0
6116,Jamaica,Latin America & Caribbean,Upper middle income,1988,2354805.0
6117,Jordan,Middle East & North Africa,Lower middle income,1988,3157177.0
6118,Japan,East Asia & Pacific,High income,1988,122578000.0
6119,Kazakhstan,Europe & Central Asia,Upper middle income,1988,16430590.0
6120,Kenya,Sub-Saharan Africa,Lower middle income,1988,21626122.0
6121,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1988,4218400.0
6122,Cambodia,East Asia & Pacific,Lower middle income,1988,8269780.0
6123,Kiribati,East Asia & Pacific,Lower middle income,1988,71680.0
6124,St. Kitts and Nevis,Latin America & Caribbean,High income,1988,41321.0
6125,"Korea, Rep.",East Asia & Pacific,High income,1988,42031247.0
6126,Kuwait,Middle East & North Africa,High income,1988,2129153.0
6127,Lao PDR,East Asia & Pacific,Lower middle income,1988,4074961.0
6128,Lebanon,Middle East & North Africa,Lower middle income,1988,3457148.0
6129,Liberia,Sub-Saharan Africa,Low income,1988,2439639.0
6130,Libya,Middle East & North Africa,Upper middle income,1988,4021565.0
6131,St. Lucia,Latin America & Caribbean,Upper middle income,1988,138660.0
6132,Liechtenstein,Europe & Central Asia,High income,1988,27944.0
6133,Sri Lanka,South Asia,Lower middle income,1988,16773736.0
6134,Lesotho,Sub-Saharan Africa,Lower middle income,1988,1733733.0
6135,Lithuania,Europe & Central Asia,High income,1988,3655049.0
6136,Luxembourg,Europe & Central Asia,High income,1988,373450.0
6137,Latvia,Europe & Central Asia,High income,1988,2653434.0
6138,"Macao SAR, China",East Asia & Pacific,High income,1988,324478.0
6139,St. Martin (French part),Latin America & Caribbean,High income,1988,23552.0
6140,Morocco,Middle East & North Africa,Lower middle income,1988,23720590.0
6141,Monaco,Europe & Central Asia,High income,1988,29802.0
6142,Moldova,Europe & Central Asia,Upper middle income,1988,2931424.0
6143,Madagascar,Sub-Saharan Africa,Low income,1988,11206789.0
6144,Maldives,South Asia,Upper middle income,1988,211160.0
6145,Mexico,Latin America & Caribbean,Upper middle income,1988,78892015.0
6146,Marshall Islands,East Asia & Pacific,Upper middle income,1988,43687.0
6147,North Macedonia,Europe & Central Asia,Upper middle income,1988,2031932.0
6148,Mali,Sub-Saharan Africa,Low income,1988,8617474.0
6149,Malta,Middle East & North Africa,High income,1988,347325.0
6150,Myanmar,East Asia & Pacific,Lower middle income,1988,38868270.0
6151,Montenegro,Europe & Central Asia,Upper middle income,1988,607413.0
6152,Mongolia,East Asia & Pacific,Lower middle income,1988,2073771.0
6153,Northern Mariana Islands,East Asia & Pacific,High income,1988,42381.0
6154,Mozambique,Sub-Saharan Africa,Low income,1988,12956772.0
6155,Mauritania,Sub-Saharan Africa,Lower middle income,1988,1905847.0
6156,Mauritius,Sub-Saharan Africa,Upper middle income,1988,1043239.0
6157,Malawi,Sub-Saharan Africa,Low income,1988,8754781.0
6158,Malaysia,East Asia & Pacific,Upper middle income,1988,16524616.0
6159,Namibia,Sub-Saharan Africa,Upper middle income,1988,1207949.0
6160,New Caledonia,East Asia & Pacific,High income,1988,163650.0
6161,Niger,Sub-Saharan Africa,Low income,1988,7872252.0
6162,Nigeria,Sub-Saharan Africa,Lower middle income,1988,90351467.0
6163,Nicaragua,Latin America & Caribbean,Lower middle income,1988,4033291.0
6164,Netherlands,Europe & Central Asia,High income,1988,14760094.0
6165,Norway,Europe & Central Asia,High income,1988,4209488.0
6166,Nepal,South Asia,Lower middle income,1988,18720745.0
6167,Nauru,East Asia & Pacific,High income,1988,9022.0
6168,New Zealand,East Asia & Pacific,High income,1988,3283400.0
6169,Oman,Middle East & North Africa,High income,1988,1623433.0
6170,Pakistan,South Asia,Lower middle income,1988,107967838.0
6171,Panama,Latin America & Caribbean,High income,1988,2347821.0
6172,Peru,Latin America & Caribbean,Upper middle income,1988,21143799.0
6173,Philippines,East Asia & Pacific,Lower middle income,1988,58755923.0
6174,Palau,East Asia & Pacific,Upper middle income,1988,14632.0
6175,Papua New Guinea,East Asia & Pacific,Lower middle income,1988,3679651.0
6176,Poland,Europe & Central Asia,High income,1988,37824487.0
6177,Puerto Rico,Latin America & Caribbean,High income,1988,3473898.0
6178,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1988,20197464.0
6179,Portugal,Europe & Central Asia,High income,1988,10019610.0
6180,Paraguay,Latin America & Caribbean,Upper middle income,1988,3844437.0
6181,French Polynesia,East Asia & Pacific,High income,1988,201740.0
6182,Qatar,Middle East & North Africa,High income,1988,412142.0
6183,Romania,Europe & Central Asia,High income,1988,23057662.0
6184,Russian Federation,Europe & Central Asia,Upper middle income,1988,146857000.0
6185,Rwanda,Sub-Saharan Africa,Low income,1988,6953975.0
6186,Saudi Arabia,Middle East & North Africa,High income,1988,14713715.0
6187,Sudan,Sub-Saharan Africa,Low income,1988,20453819.0
6188,Senegal,Sub-Saharan Africa,Lower middle income,1988,7113636.0
6189,Singapore,East Asia & Pacific,High income,1988,2846108.0
6190,Solomon Islands,East Asia & Pacific,Lower middle income,1988,305132.0
6191,Sierra Leone,Sub-Saharan Africa,Low income,1988,4056215.0
